,2016-01-04,2016-01-05,2016-01-06,2016-01-07,2016-01-08,2016-01-11,2016-01-12,2016-01-13,2016-01-14,2016-01-15,2016-01-19,2016-01-20,2016-01-21,2016-01-22,2016-01-25,2016-01-26,2016-01-27,2016-01-28,2016-01-29,2016-02-01,2016-02-02,2016-02-03,2016-02-04,2016-02-05,2016-02-08,2016-02-09,2016-02-10,2016-02-11,2016-02-12,2016-02-16,2016-02-17,2016-02-18,2016-02-19,2016-02-22,2016-02-23,2016-02-24,2016-02-25,2016-02-26,2016-02-29,2016-03-01,2016-03-02,2016-03-03,2016-03-04,2016-03-07,2016-03-08,2016-03-09,2016-03-10,2016-03-11,2016-03-14,2016-03-15,2016-03-16,2016-03-17,2016-03-18,2016-03-21,2016-03-22,2016-03-23,2016-03-24,2016-03-28,2016-03-29,2016-03-30,2016-03-31,2016-04-01,2016-04-04,2016-04-05,2016-04-06,2016-04-07,2016-04-08,2016-04-11,2016-04-12,2016-04-13,2016-04-14,2016-04-15,2016-04-18,2016-04-19,2016-04-20,2016-04-21,2016-04-22,2016-04-25,2016-04-26,2016-04-27,2016-04-28,2016-04-29,2016-05-02,2016-05-03,2016-05-04,2016-05-05,2016-05-06,2016-05-09,2016-05-10,2016-05-11,2016-05-12,2016-05-13,2016-05-16,2016-05-17,2016-05-18,2016-05-19,2016-05-20,2016-05-23,2016-05-24,2016-05-25,2016-05-26,2016-05-27,2016-05-31,2016-06-01,2016-06-02,2016-06-03,2016-06-06,2016-06-07,2016-06-08,2016-06-09,2016-06-10,2016-06-13,2016-06-14,2016-06-15,2016-06-16,2016-06-17,2016-06-20,2016-06-21,2016-06-22,2016-06-23,2016-06-24,2016-06-27,2016-06-28,2016-06-29,2016-06-30,2016-07-01,2016-07-05,2016-07-06,2016-07-07,2016-07-08,2016-07-11,2016-07-12,2016-07-13,2016-07-14,2016-07-15,2016-07-18,2016-07-19,2016-07-20,2016-07-21,2016-07-22,2016-07-25,2016-07-26,2016-07-27,2016-07-28,2016-07-29,2016-08-01,2016-08-02,2016-08-03,2016-08-04,2016-08-05,2016-08-08,2016-08-09,2016-08-10,2016-08-11,2016-08-12,2016-08-15,2016-08-16,2016-08-17,2016-08-18,2016-08-19,2016-08-22,2016-08-23,2016-08-24,2016-08-25,2016-08-26,2016-08-29,2016-08-30,2016-08-31,2016-09-01,2016-09-02,2016-09-06,2016-09-07,2016-09-08,2016-09-09,2016-09-12,2016-09-13,2016-09-14,2016-09-15,2016-09-16,2016-09-19,2016-09-20,2016-09-21,2016-09-22,2016-09-23,2016-09-26,2016-09-27,2016-09-28,2016-09-29,2016-09-30,2016-10-03,2016-10-04,2016-10-05,2016-10-06,2016-10-07,2016-10-10,2016-10-11,2016-10-12,2016-10-13,2016-10-14,2016-10-17,2016-10-18,2016-10-19,2016-10-20,2016-10-21,2016-10-24,2016-10-25,2016-10-26,2016-10-27,2016-10-28,2016-10-31,2016-11-01,2016-11-02,2016-11-03,2016-11-04,2016-11-07,2016-11-08,2016-11-09,2016-11-10,2016-11-11,2016-11-14,2016-11-15,2016-11-16,2016-11-17,2016-11-18,2016-11-21,2016-11-22,2016-11-23,2016-11-25,2016-11-28,2016-11-29,2016-11-30,2016-12-01,2016-12-02,2016-12-05,2016-12-06,2016-12-07,2016-12-08,2016-12-09,2016-12-12,2016-12-13,2016-12-14,2016-12-15,2016-12-16,2016-12-19,2016-12-20,2016-12-21,2016-12-22,2016-12-23,2016-12-27,2016-12-28,2016-12-29,2016-12-30
AAL,40.367745,39.982915,40.683503,39.913843,39.834902,40.535494,41.443298,39.56848,40.012516,38.246241,38.344918,38.542268,39.262592,39.627686,38.364654,39.114578,39.163915,37.634461,38.473196,38.858026,36.539173,37.01281,37.703532,36.262885,35.174503,35.807743,36.72792,36.104577,37.420527,38.202183,38.924472,39.12236,39.340034,40.408628,39.953488,40.230529,40.923136,40.43831,40.566938,41.388173,41.150707,41.437644,41.190285,41.685004,40.339368,41.210074,41.190285,42.021413,42.140144,41.665215,41.863103,41.655318,42.981165,43.01085,42.308347,41.477219,40.07222,40.477889,40.91324,40.942926,40.576831,39.102571,38.954154,38.518803,38.489121,37.954824,38.093345,38.320915,38.776055,39.518133,40.735141,40.477889,40.487782,40.903347,40.82419,39.587394,37.806407,36.609188,36.530031,36.32225,35.590069,34.323586,34.164821,34.313667,32.954216,32.557299,32.775602,32.686295,33.509904,32.606913,31.088696,31.26731,31.872611,32.388606,32.358839,31.902382,31.763458,31.485615,31.902382,31.922225,31.26731,31.406232,31.664229,31.703922,31.426078,30.572701,31.019236,32.110764,32.259607,33.142755,32.884755,31.555076,30.126168,30.255166,28.915563,29.114024,29.481173,29.788787,29.659787,30.096398,26.84166,25.075371,26.563818,27.486656,28.091956,29.1041,28.707182,28.131649,29.173561,29.808633,30.920006,34.393049,34.184667,35.603654,35.613575,35.752496,35.73265,35.643343,34.690737,36.079956,35.524268,36.268491,35.921189,36.06011,35.226579,35.325808,33.251905,33.321574,33.421103,34.27703,34.187456,34.426322,34.018262,34.79457,34.754758,35.700264,36.576101,36.426809,36.496477,36.317333,35.82965,36.227758,36.476575,36.546244,36.058561,35.998843,36.87468,36.128229,36.068516,36.357141,36.785106,38.566637,39.163796,38.307869,38.158577,37.193166,36.217804,36.237709,35.322065,35.272298,34.983673,34.505941,35.083199,35.381778,34.764713,35.82965,35.670407,35.650501,36.436764,37.521606,37.451938,37.6908,37.98938,37.551463,38.705974,38.01924,37.203121,39.05432,38.467112,38.397443,39.163796,40.437742,40.39793,39.711197,39.641528,39.502187,39.133939,39.721148,39.870439,40.407881,39.611668,39.522093,39.292607,39.651808,41.397925,41.607458,42.315881,42.206125,42.834727,43.303686,44.660664,44.351355,45.728293,46.157335,45.977738,45.977738,46.23716,46.716094,46.396804,46.785938,46.336936,45.648469,45.997691,45.618537,46.32696,48.542035,47.943364,49.529835,47.484386,47.733831,47.813651,48.192809,47.524298,48.47219,49.110769,49.360214,48.581943,48.37241,48.502122,47.564206,47.14514,46.586381
ALK,76.920173,75.634895,76.723944,72.59341,69.051549,69.336076,69.699095,66.382897,67.452319,67.4327,65.78441,65.892334,71.239461,71.484742,68.472689,69.983622,68.698344,67.275716,69.071176,68.963252,66.67723,66.000251,67.609303,63.341404,61.869721,64.391207,65.578367,65.676486,67.148173,68.286273,70.415312,70.954934,71.245468,71.294714,71.639417,72.486405,73.77659,73.44173,72.781869,75.903904,76.091032,77.066051,76.494825,76.031935,75.244043,76.150122,75.234193,79.547919,78.582751,78.779722,79.311552,79.754748,80.788857,81.01538,80.788857,79.892629,79.370642,80.257026,81.104015,81.084321,80.779006,80.769163,77.725912,78.474415,78.435019,77.095596,77.883494,77.292574,78.05092,80.631282,80.621431,81.13356,80.995679,80.877499,80.365363,78.178951,75.647836,73.323543,73.225058,72.466711,70.920466,69.36437,69.462856,69.344676,68.054492,68.093888,67.473422,67.759036,68.281015,66.577187,64.577903,65.257466,65.306705,64.449873,65.415041,64.400626,64.494583,64.623154,66.136375,66.175937,65.414381,66.086921,65.67153,65.236355,65.216578,64.366012,64.494583,65.602299,65.661638,66.759461,66.185822,63.584679,60.845068,60.489017,59.707683,59.223061,58.827447,59.796695,59.025254,58.491177,55.870253,55.049357,56.087837,57.057085,57.650504,58.095568,57.986774,57.897761,58.817559,59.20328,59.499987,62.556087,62.476963,64.148425,64.32645,63.535224,63.169284,62.793456,64.000069,63.891275,64.682501,65.800101,67.125404,67.708928,66.482534,66.907817,64.178094,64.38579,64.38579,65.503397,65.137454,64.276996,64.12864,65.384711,64.662717,65.394603,65.548541,66.889305,67.236909,66.611222,66.402659,66.889305,67.455406,67.872531,66.80985,66.581428,67.087942,67.068074,66.799924,67.743423,68.52802,70.544133,70.83215,68.388978,69.312617,67.852671,66.194096,66.352998,65.25059,65.240664,65.051961,66.24375,65.588268,65.320111,64.158116,65.538607,65.74717,64.863258,65.409499,66.631081,68.240003,67.842737,68.617401,67.644109,69.431799,68.855765,69.948239,72.460932,71.815376,71.447912,71.616747,72.957511,74.774996,74.049986,73.106487,71.904765,70.643448,70.633521,71.289003,71.725996,70.941398,70.474612,69.183509,69.779403,72.0736,72.212642,72.679428,74.738038,74.997236,77.58919,77.997917,77.52937,78.60603,79.224115,78.536247,81.277739,82.703314,82.493965,82.174956,82.523871,82.015447,82.603625,84.567531,82.862823,84.537625,87.39874,88.276023,89.492241,86.461654,86.60122,86.112731,89.841165,88.455466,90.050514,91.276704,90.83807,88.824316,90.150203,90.259863,88.415589,88.25608,88.455466
ALLE,63.924305,63.854962,62.180826,60.387814,59.208985,58.931614,59.545794,58.257997,59.664666,58.129216,57.465502,56.871136,56.673012,59.3972,58.634427,59.377387,59.169359,58.664148,59.991571,59.882602,58.178746,58.822646,59.238702,55.741837,53.265302,53.770514,54.335163,56.207426,56.960291,57.950905,58.257997,58.04006,58.208463,60.496782,60.536407,62.042141,63.201157,63.280408,62.408667,64.221492,64.033273,64.231392,63.339842,62.894069,62.359137,62.725663,62.507727,63.151627,63.687569,63.161554,63.280651,63.886069,64.074636,64.005162,63.737196,62.883661,62.665313,62.893584,63.161554,63.360051,63.231028,64.888471,64.372384,64.213583,65.712233,63.489075,63.578395,62.933284,62.933284,63.796742,63.221105,63.290578,63.766969,63.399752,63.429525,62.764564,63.757042,64.213583,65.176292,66.327574,64.749524,64.957944,66.000053,65.196145,64.967871,64.878551,65.513739,65.672533,66.436748,65.444266,65.632832,65.513739,65.841253,66.327574,66.674942,66.704715,66.853589,66.714642,67.607877,67.439149,67.22081,67.47885,67.131482,67.67735,67.617796,67.379603,67.38953,67.240656,68.491185,68.461412,67.399457,67.101178,67.240371,67.767324,67.807087,67.30003,68.552766,68.622362,68.443399,68.851041,65.341379,63.651168,66.027406,67.618187,69.030004,68.403636,67.618187,67.866746,68.244554,69.338216,69.527123,70.123665,70.034187,70.600903,70.938941,70.531307,71.426116,71.515601,71.14773,71.923235,71.455949,72.042546,71.465886,72.360703,71.97295,71.982895,71.276986,70.640674,70.590959,70.9986,70.571077,70.89917,70.938941,71.39629,71.93318,72.400473,71.813876,71.24716,71.475831,70.869344,71.49572,71.764161,71.386353,71.674675,71.167619,71.68462,70.849463,70.809692,71.426116,71.97295,71.654794,70.481592,69.477408,66.444984,66.991811,66.314527,65.826475,66.583447,65.985841,67.101378,67.091415,67.609339,68.774679,68.396189,67.977866,68.665117,69.133244,67.987828,68.635238,67.898183,67.111332,67.28066,67.679059,66.613326,67.011732,65.965924,66.762729,66.274685,67.420101,68.067503,67.629263,66.93205,67.011732,66.912133,67.489822,65.258748,65.328469,62.589437,63.336447,63.58545,63.206964,63.097402,63.037644,63.386247,65.159148,65.447993,66.483847,68.834437,69.033637,68.316507,68.495789,67.300577,68.007745,67.051574,67.659142,67.728863,67.430056,67.639225,67.131257,67.21094,66.643213,65.19899,64.611346,64.35238,64.740825,65.517713,65.119307,65.418114,64.860349,65.508952,65.299404,64.760563,64.082024,64.770544,65.18964,65.409168,65.10981,65.249508,65.399188,64.66078,64.630838,63.862495
AME,52.167681,51.900154,50.721053,49.522139,48.620475,47.758447,48.025974,46.955865,47.550371,47.451285,46.985589,46.133471,45.905578,46.480263,45.479517,46.192919,45.885761,45.756951,46.61898,46.252371,45.102997,45.429972,46.212736,44.914739,44.340051,45.33089,45.20208,44.617485,45.21199,45.558782,45.588506,45.439883,45.70741,45.70741,45.122815,44.96428,45.965026,46.24246,45.984844,47.471102,47.421561,47.778264,47.689088,47.718812,47.292751,47.213486,46.965776,47.629636,48.075515,48.145001,48.42295,49.54468,49.79285,49.534755,49.405705,48.988778,48.710828,48.899436,49.365997,49.951679,49.614167,49.743217,48.958999,48.482512,48.591708,48.67112,49.167461,49.127756,49.653876,50.507581,50.309045,50.160141,50.110508,50.616777,50.577069,50.586994,50.765677,50.66641,51.222309,51.956894,47.747927,47.738002,48.105293,47.380636,46.616272,46.298615,46.397885,45.971032,46.675834,46.566639,46.646055,45.980957,46.626201,46.735396,47.162246,46.685759,47.1821,47.1821,47.380636,47.579173,47.450124,47.479907,47.469978,47.549394,47.489832,47.132466,47.876977,48.393171,48.869657,48.432879,47.966318,46.914075,46.565974,46.347167,46.416787,46.277547,46.585866,46.148255,46.168143,47.212449,44.457478,43.641927,44.467422,45.233245,45.979175,46.148255,44.924925,44.696173,45.113897,45.591292,45.989123,46.446627,46.197983,46.854402,47.361633,47.262177,47.739573,47.530713,47.103045,47.083154,46.605758,47.152773,46.953858,47.132882,46.774834,46.824566,46.197983,46.59581,45.660912,45.939391,46.824566,47.11299,47.033426,47.232341,47.341741,48.047892,48.117512,48.117512,48.664527,49.012627,48.943007,49.012627,49.350782,49.519862,49.390566,49.549698,49.340838,48.485503,48.515339,48.883335,48.654579,48.475559,48.207024,47.520765,48.23686,47.650061,47.341163,47.430843,46.603794,46.922657,46.613757,47.161806,47.939033,47.201661,46.882798,47.400951,47.809494,47.062159,47.610204,47.261449,46.962516,47.948995,48.018746,47.570349,47.371059,46.23511,46.075679,45.537597,45.677099,45.288486,45.487776,45.507701,45.308415,45.089196,44.959657,44.640794,44.67069,44.032961,43.973177,43.943281,44.730474,43.943281,44.102712,44.232251,44.700582,45.248627,46.633687,47.749705,47.11198,47.669992,47.899174,47.291341,48.028713,47.480668,47.440809,47.390988,47.301308,47.301308,46.065713,45.816601,47.181731,49.224449,47.839386,48.498279,49.436697,50.764457,50.964122,50.784424,50.554812,50.195417,49.736191,49.786107,49.097269,49.057335,49.386782,49.217066,49.336863,49.366815,49.626376,48.667992,48.578143,48.518242
ARNC,21.400344,20.430606,18.975999,18.226658,17.785868,17.631591,16.044748,15.714156,15.956589,15.207247,14.854615,14.854615,15.625997,15.141128,14.986852,15.736194,15.339484,15.427642,16.066787,15.890472,15.361523,16.711747,18.39399,17.97343,17.486465,17.287252,16.689613,16.224784,17.021635,17.97343,18.85882,17.97343,17.42006,19.722076,18.880955,19.390054,19.633538,19.633538,19.766345,20.164772,21.293643,20.961623,21.182971,22.223304,20.651737,20.850949,21.227241,21.072297,21.404317,20.275446,21.559262,22.001956,22.201169,21.891282,21.802744,20.629601,21.182971,21.470722,21.514991,21.426453,21.205105,21.315779,20.80668,20.828814,21.028026,20.983757,20.740275,21.559262,20.983757,21.669935,22.1569,22.1569,22.333978,23.307909,23.440716,23.064425,23.020156,22.488922,23.595659,25.034419,24.680264,24.724533,24.259703,22.909482,22.731894,22.243513,22.287911,21.000362,21.466543,21.177955,20.955964,20.423185,20.600779,20.645177,20.0236,20.245592,20.223394,20.600779,20.911566,21.311149,21.111358,20.756172,20.578579,20.645177,20.711775,21.133558,21.843928,21.732932,21.954924,21.843928,21.06696,20.689575,20.201194,20.978164,20.844968,21.266751,21.666336,21.888328,21.954924,22.5321,20.822768,20.201194,20.711775,20.201194,20.578579,21.200153,20.556379,20.400985,20.733973,21.79953,22.509902,23.730853,23.775251,23.775251,24.241434,24.241434,23.597659,23.55326,23.531062,23.464464,23.28687,23.686455,23.841849,23.708653,23.57546,23.242472,22.909485,23.176657,23.154392,23.377031,23.265711,23.043073,22.998545,23.198919,22.642325,23.421558,22.909491,23.065337,23.265711,22.864961,22.976281,23.377031,22.352894,22.441949,22.263839,22.842699,22.642325,22.441949,22.553268,22.553268,22.976281,22.731379,22.531005,21.373284,21.774034,21.195175,20.905744,21.083856,21.017064,20.838952,21.017064,21.529131,21.774034,21.729507,21.551396,21.484604,21.996673,22.174783,22.575533,22.531005,22.709115,23.154392,23.584807,23.280535,23.384433,20.712775,20.119072,19.851907,19.621847,19.555057,19.673797,20.067124,19.807379,19.948384,19.933542,20.252656,20.62372,20.942834,21.054154,21.313899,18.730761,17.760563,17.315063,17.503164,17.166564,17.32579,17.445211,18.360761,18.768777,18.997665,19.813698,19.51515,19.405681,19.813698,20.082393,19.793794,20.181909,20.4307,20.052537,19.574859,19.186746,19.405681,19.594763,20.162005,20.221715,20.779006,20.808861,21.694556,21.475621,21.087508,20.649635,20.460554,20.162005,19.923167,20.00278,19.923167,19.972924,19.684328,19.684328,19.15689,18.609552,18.450326
AYI,232.389021,235.338593,229.130529,223.051997,214.721427,205.603644,208.373856,198.867447,206.271284,202.472309,205.912321,201.65469,196.060926,198.992419,191.823226,194.15645,193.717721,189.230745,201.844127,199.580708,195.931297,193.797491,194.904279,183.816467,176.707098,179.489016,182.530192,174.62315,179.159969,185.352003,194.276098,193.727686,190.507039,196.948349,196.649214,196.180573,203.878232,208.135878,208.823868,216.421825,219.722243,221.487124,219.662419,214.666909,213.510278,213.649872,211.914902,215.025868,215.305056,217.458808,222.264866,223.969908,219.602595,220.400267,220.111113,217.169654,214.288019,214.896254,217.737997,215.723854,217.508667,222.693614,219.53279,224.348813,254.112429,247.581382,249.396107,247.451754,249.106953,255.847383,254.321022,256.076828,257.663026,258.920026,256.95473,254.989435,255.418401,252.295873,255.867338,254.061649,245.681721,243.307401,244.604299,241.721203,241.601479,243.367255,244.923526,248.215646,251.757169,251.328189,251.447912,246.749157,250.919179,247.028487,247.776695,245.312594,250.240796,250.340563,255.568036,255.188954,254.520557,255.597963,258.42122,254.530527,254.919595,254.081605,251.447912,257.523376,258.830244,257.782734,250.989004,250.430345,246.479813,248.874073,246.838938,243.995755,248.634641,249.612311,249.313025,254.281124,246.080759,232.363605,244.075566,246.020905,247.367686,249.652209,246.400002,250.63985,253.02414,263.987877,267.379749,267.150318,260.536151,264.778113,264.917862,263.191124,266.19544,267.313316,264.488653,264.458711,261.693962,262.322775,261.015256,263.151192,261.933498,261.594145,259.528054,263.99959,263.251008,267.183557,268.85038,269.529117,272.323807,274.619474,273.561452,275.477833,275.138479,274.759194,277.264455,277.034879,277.014928,278.621867,274.809087,273.192157,272.543392,274.250149,276.595709,274.599493,273.561452,273.481616,271.585217,269.988238,270.287658,260.905448,261.524271,258.929214,258.180633,263.839889,259.707737,262.232949,253.100251,258.43016,260.456318,259.258576,257.821298,261.574194,262.342726,259.917331,264.099406,263.021433,254.517563,242.53029,243.508432,240.284547,243.328764,239.635767,244.187138,244.247037,247.682342,241.820324,246.144431,242.729088,241.820324,239.50349,239.433578,233.571575,231.025043,225.532531,222.796271,223.265632,220.299675,217.074061,218.93153,226.011889,226.341426,230.795361,241.321004,254.59292,253.214793,255.831222,258.29786,256.180751,251.387283,248.621065,251.207535,253.284705,254.433134,257.17939,250.438579,251.816706,251.067727,251.117662,249.649662,251.976491,251.50713,253.913837,246.434044,248.491237,247.981937,249.000537,243.777662,243.498044,247.822151,245.235681,231.404531,230.026405,231.983743,234.600171,235.269257,230.485785,232.473066,230.545701
BA,134.747748,135.294418,133.146121,127.564393,124.668046,124.87904,126.519022,122.874596,123.910381,120.486542,120.898938,117.139429,118.347845,119.508305,118.932872,122.769099,111.807065,113.178519,115.211719,116.583173,112.708575,116.880487,118.549247,117.542232,114.578744,114.012896,112.628754,104.962721,105.146624,108.989321,112.609391,113.799952,111.467236,113.625724,113.151439,111.883441,113.074002,114.371037,114.390393,116.113313,115.813256,115.774538,117.18772,118.95904,118.426674,118.920322,118.997759,120.633561,122.288727,122.30809,123.479288,126.508918,129.664391,131.503459,130.787183,128.599658,127.883382,127.079995,126.683154,124.456903,122.869493,122.888848,122.288727,122.956603,123.827745,122.927567,123.779345,123.80839,125.318364,126.934811,126.654117,126.925137,127.738198,128.425422,126.383097,126.547644,126.847701,126.557318,128.967478,132.684339,130.477452,130.477452,129.712776,128.241527,126.692828,127.844671,128.986826,127.864034,130.400015,129.785242,131.170917,128.926508,130.897686,129.355875,127.823831,124.984166,124.310841,124.496251,124.418183,125.745311,126.184431,126.09661,123.100815,123.354533,123.783893,124.301081,128.711824,128.741098,129.785242,129.882831,127.9702,126.779687,127.34567,127.013891,126.242978,126.682113,129.541285,128.341019,128.584976,130.321951,123.461867,119.734201,120.89544,123.920508,126.730893,126.555251,123.900995,123.891234,124.096158,126.945576,128.84844,127.648174,126.965097,128.370293,129.189986,130.204841,131.405121,131.463669,130.30243,130.243883,129.726694,131.590531,132.673702,129.794995,130.429292,129.990172,128.419087,128.68255,128.038515,128.545935,128.994823,129.414422,130.152366,130.860786,130.959184,132.49409,132.828618,132.553123,132.828618,132.277627,132.818784,131.98245,131.146115,130.841104,130.103167,130.762389,128.706009,127.367883,127.810642,129.050385,130.850953,130.506576,130.762389,126.462682,128.027104,126.688978,125.616514,125.714904,124.662114,125.429575,125.734586,128.46003,129.748957,129.660408,128.469878,129.207815,130.103167,128.922471,129.621058,130.250763,130.12285,132.49409,132.257945,131.697121,133.655103,131.588889,131.018216,131.234679,131.352744,131.844702,132.927015,133.989631,133.655103,133.448489,135.239208,136.783963,143.199082,141.004955,140.709777,140.139104,140.119437,138.486133,137.767879,137.295588,140.729459,140.98724,143.852592,146.430424,147.253347,148.710811,146.84684,145.191084,144.09055,145.101856,145.76614,148.244818,148.462943,148.760373,148.492686,150.346733,149.275942,151.090337,150.951531,150.862302,150.941622,152.825412,154.064751,155.155376,155.81966,155.323924,153.152599,152.458572,153.182342,154.848007,155.056222,156.136923,156.117104,156.46411,156.136923,154.768702,154.362195,154.352271
CAT,64.21929,63.548668,62.547457,60.393903,59.779954,58.060891,58.183679,57.513056,58.816523,57.257642,56.454295,56.243896,57.085496,58.319209,55.383165,56.578623,55.775275,58.414848,59.524233,59.96416,58.022734,60.509289,63.081912,63.234935,61.76213,61.14049,59.428594,58.730447,60.394526,62.364638,64.325191,63.234935,62.565474,64.373005,62.909766,63.005401,63.569661,63.952209,64.745988,66.075336,66.352683,68.619274,69.661709,71.507496,68.600149,68.73404,68.246291,69.623461,69.556516,69.279169,71.096258,72.588195,72.176957,72.578629,72.253468,70.465061,72.004811,72.0335,72.693395,73.171579,73.200268,73.43936,72.416048,71.956989,71.937865,70.933678,71.105824,71.373605,72.779465,75.677253,75.60075,75.715509,75.79202,76.882277,76.260637,75.961279,75.63294,74.155433,74.985928,75.980589,75.082496,75.053527,75.169405,73.740186,71.692918,70.292668,70.843112,68.351627,70.022276,69.945019,69.240061,67.665987,68.27437,68.612368,68.168143,67.047945,67.472852,67.984667,68.650989,70.080215,69.607028,69.491143,70.022276,69.790505,71.094194,72.465474,73.798125,74.174744,75.430146,74.512742,73.421506,72.648957,72.291649,72.494443,72.417186,73.324938,73.807784,73.865723,73.807784,75.536372,70.524432,68.93104,70.031928,71.683266,73.209053,73.827095,71.828114,72.262679,72.475133,74.715536,75.130784,77.062166,76.95594,77.313241,77.931282,77.82404,77.746039,77.697294,78.009291,77.39504,76.722299,80.680774,81.997014,80.846521,80.690526,79.900775,79.20853,79.978776,79.725276,80.495522,81.353522,80.758775,80.583276,81.158519,80.924522,82.045767,82.182266,82.299268,81.295017,81.743514,81.499765,81.909268,81.070773,80.768519,80.593028,81.02202,80.417528,79.900775,79.413278,79.647282,80.027529,81.626519,81.45102,78.769786,79.871527,78.223791,78.99403,79.978776,79.998281,79.832526,79.657027,81.382771,81.412019,80.378528,80.310278,80.80752,84.424748,85.282748,86.550236,86.072491,85.321748,87.183983,87.057237,86.257742,86.013993,85.282748,85.389998,84.79525,85.477743,85.107248,85.038999,85.799493,85.209329,84.914253,84.579825,83.094593,82.750327,81.648699,82.504427,82.091316,80.891322,79.779856,79.937228,80.960174,82.376562,83.291311,89.704384,91.917486,91.484707,92.625679,92.891256,91.819127,91.258475,90.825688,91.37651,92.084704,94.602719,94.238784,93.343711,92.497814,93.992884,94.661733,93.579773,92.901086,93.658463,95.733861,94.69124,93.963377,93.52076,94.445339,92.202731,92.979776,91.061758,91.189623,92.79289,92.281421,92.576504,92.773221,92.999453,91.62241,91.760114,91.21913
CHRW,59.990324,61.621394,61.320421,61.25246,61.281585,59.951489,61.145664,60.864109,61.291296,61.708772,61.805858,61.873819,62.631104,62.35926,60.893238,62.203917,61.339839,61.213624,62.883526,63.310713,61.631101,63.019455,65.485469,66.097125,67.495179,67.660233,66.631101,66.825281,68.116545,69.135959,68.776733,68.89324,68.427225,68.029163,67.50489,68.184506,68.116545,68.301006,67.796155,68.679647,69.754145,69.851824,70.994692,69.939734,69.969037,69.763907,69.851824,70.945849,70.779793,71.375649,71.414722,72.118028,72.616196,71.942201,71.776145,71.776145,72.030111,72.323157,72.77249,72.821334,72.508754,71.942201,71.766375,71.824981,71.951971,70.183937,70.174167,70.10579,70.809096,71.258428,71.209592,71.805448,72.391534,73.485566,72.99716,72.586893,72.831096,72.87017,73.954431,70.144863,69.187592,69.324345,70.144863,69.197355,70.076487,69.207125,71.131446,71.444025,71.356116,70.906776,70.789563,70.633269,70.76026,71.092372,71.453795,71.404952,72.596663,72.635737,72.958087,73.075299,73.231593,73.436722,73.241363,72.946625,72.494701,72.072249,71.934707,71.669442,72.376805,72.809084,71.708741,71.698922,71.197873,71.24699,70.824538,70.716476,71.266643,70.824538,70.59858,70.657524,70.38244,70.912962,72.131193,72.357159,72.946625,73.870127,73.712932,73.486974,72.072249,73.123466,70.59858,71.178219,71.551554,71.030858,70.677177,70.185954,70.362795,69.92069,69.979641,70.765594,70.244899,70.873664,67.150192,68.014749,68.397903,68.024568,67.160018,67.58247,67.287734,68.004923,68.034395,67.710186,67.808429,67.818255,68.456847,68.014749,68.594389,68.672986,67.749485,68.201409,68.221062,68.181763,68.427375,67.661068,67.572644,68.211235,68.299652,68.625876,70.227347,70.504143,69.505695,69.416728,69.268442,68.111828,68.22057,66.98487,66.500469,66.589444,66.757497,66.510357,67.261665,67.755946,68.457823,68.79393,68.744506,69.317873,69.446383,69.505695,69.65398,69.693523,69.396952,69.377184,69.456271,69.53535,70.088949,69.90112,69.584781,69.505695,69.456271,67.884456,68.012973,67.97343,67.963542,68.072285,68.329313,68.635764,66.530133,66.658643,66.816808,67.340752,67.637316,67.676859,68.151371,67.904231,69.65398,69.683636,70.632653,71.967216,72.738292,72.669093,73.232572,73.331427,73.163373,73.548911,73.519256,73.094174,73.272116,73.450057,73.361082,74.122278,73.993761,74.003648,73.193029,74.527584,74.695638,75.842372,76.583792,76.158711,76.366308,76.178479,75.743517,73.89393,72.700652,74.202199,74.112699,74.212138,74.053038,74.122645,74.062984,73.058637,73.317183,72.849813
